STARNAME,TWOMASS_NAME,Plate,GSC_Name,TYC_Name,HIP_Name,RA_Final,DEC_Final,GSC_B,GSC_V,TWOMASS_J,TWOMASS_H,TWOMASS_K,SP1,SP2,RPM_LOG_g,Teff,log_g,FeH,GSC_B_E,GSC_V_E,TWOMASS_J_E,TWOMASS_H_E,TWOMASS_K_E,Teff_E,log_g_E,FeH_E,Epoch_0,RA_0,DEC_0,RA_TWOMASS,DEC_TWOMASS,GSC_PM_RA,GSC_PM_DEC,GSC_PM_RA_E,GSC_PM_DEC_E,TYC_B,TYC_B_E,TYC_V,TYC_V_E,HIP_PLX,HIP_PLX_E,HIP_SPTYPE
HIP--06968_BEAM1,TWOMASS-J12003801+1820051,APGS_N4147,GSC-01442-00678,TYC-1442-00678-1,HIP--06968,180.15842,18.334691,9.183,7.986,6.082,5.589,5.487,G5,G5,Giant,4925,2.5,0,0.017,0.011,0.017,0.019,0.011,105,0,0,2011.08,180.158416,18.334691,180.158411,18.334768,3.3,-5.5,1,0.9,9.183,0.017,7.986,0.011,5.03,1.36,K0
HIP--06968_BEAM2,TWOMASS-J12003801+1820051,APGS_N4147,GSC-01442-00678,TYC-1442-00678-1,HIP--06968,180.15842,18.334691,9.183,7.986,6.082,5.589,5.487,G5,G5,Giant,4925,2.5,0,0.017,0.011,0.017,0.019,0.011,105,0,0,2011.08,180.158416,18.334691,180.158411,18.334768,3.3,-5.5,1,0.9,9.183,0.017,7.986,0.011,5.03,1.36,K0
HIP--23365_BEAM1,TWOMASS-J21490668+4221293,APG_090-08,GSC-03192-00063,TYC-3192-00063-1,HIP--23365,327.27794,42.358184,9.564,8.115,5.747,5.171,5.01,K0,K0,Giant,4527,2.5,0,0.018,0.011,0.011,0.031,0.013,105,0,0,2011.58,327.277945,42.358184,327.277865,42.358154,8.5,1,0.8,0.9,9.564,0.018,8.115,0.011,2.65,0.88,K5
HIP--23365_BEAM2,TWOMASS-J21490668+4221293,APG_090-08,GSC-03192-00063,TYC-3192-00063-1,HIP--23365,327.27794,42.358184,9.564,8.115,5.747,5.171,5.01,K0,K0,Giant,4527,2.5,0,0.018,0.011,0.011,0.031,0.013,105,0,0,2011.58,327.277945,42.358184,327.277865,42.358154,8.5,1,0.8,0.9,9.564,0.018,8.115,0.011,2.65,0.88,K5
HIP--24790_BEAM1,TWOMASS-J21313574+1254267,APG_M15,GSC-01127-00183,TYC-1127-00183-1,HIP--24790,322.89893,12.907391,10.419,9.008,6.914,6.424,6.267,G8,G8,Giant,4787,2.5,0,0.035,0.017,0.003,0.027,0.015,105,0,0,2011.49,322.898926,12.907391,322.898917,12.907438,-2.9,-21.3,0.9,1,10.419,0.035,9.008,0.017,2.41,1.35,K0
HIP--24790_BEAM2,TWOMASS-J21313574+1254267,APG_M15,GSC-01127-00183,TYC-1127-00183-1,HIP--24790,322.89893,12.907391,10.419,9.008,6.914,6.424,6.267,G8,G8,Giant,4787,2.5,0,0.035,0.017,0.003,0.027,0.015,105,0,0,2011.49,322.898926,12.907391,322.898917,12.907438,-2.9,-21.3,0.9,1,10.419,0.035,9.008,0.017,2.41,1.35,K0
HIP--24865_BEAM1,TWOMASS-J08181082+3036043,APG_SGR1,GSC-02470-00634,TYC-2470-00634-1,HIP--24865,124.5439,30.59829,10.264,8.976,6.777,6.226,6.103,K2,K2,MainSeq,4495,4.4,0,0.027,0.014,0.011,0.013,0.013,105,0,0,2011.08,124.543903,30.59829,124.545104,30.601213,-283.6,-822.1,1.4,1.3,10.264,0.027,8.976,0.014,44.34,1.31,K4V
HIP--24865_BEAM2,TWOMASS-J08181082+3036043,APG_SGR1,GSC-02470-00634,TYC-2470-00634-1,HIP--24865,124.5439,30.59829,10.264,8.976,6.777,6.226,6.103,K2,K2,MainSeq,4495,4.4,0,0.027,0.014,0.011,0.013,0.013,105,0,0,2011.08,124.543903,30.59829,124.545104,30.601213,-283.6,-822.1,1.4,1.3,10.264,0.027,8.976,0.014,44.34,1.31,K4V
HIP--24950_BEAM1,TWOMASS-J21294676+4553396,APG_090-04,GSC-03590-01198,TYC-3590-01198-1,HIP--24950,322.44703,45.895621,8.859,7.994,6.534,6.19,6.096,G5,G5,MainSeq,5389,4.4,0,0.016,0.011,0.011,0.017,0.007,105,0,0,2011.58,322.447046,45.895629,322.444866,45.894341,426.5,353.1,0.9,0.9,8.859,0.016,7.994,0.011,33.6,0.78,G8V
HIP--24950_BEAM2,TWOMASS-J21294676+4553396,APG_090-04,GSC-03590-01198,TYC-3590-01198-1,HIP--24950,322.44703,45.895621,8.859,7.994,6.534,6.19,6.096,G5,G5,MainSeq,5389,4.4,0,0.016,0.011,0.011,0.017,0.007,105,0,0,2011.58,322.447046,45.895629,322.444866,45.894341,426.5,353.1,0.9,0.9,8.859,0.016,7.994,0.011,33.6,0.78,G8V
HIP--24976_BEAM1,TWOMASS-J08165410+3227492,APG_SGR1,GSC-02474-00765,TYC-2474-00765-1,HIP--24976,124.22547,32.463625,10.763,9.348,7.367,6.819,6.718,G8,G8,Giant,4785,2.5,0,0.037,0.017,0.011,0.007,0.009,105,0,0,2011.08,124.225468,32.463625,124.225432,32.463676,10.1,-7.1,1,1.1,10.763,0.037,9.348,0.017,3.79,1.33,K0
HIP--24976_BEAM2,TWOMASS-J08165410+3227492,APG_SGR1,GSC-02474-00765,TYC-2474-00765-1,HIP--24976,124.22547,32.463625,10.763,9.348,7.367,6.819,6.718,G8,G8,Giant,4785,2.5,0,0.037,0.017,0.011,0.007,0.009,105,0,0,2011.08,124.225468,32.463625,124.225432,32.463676,10.1,-7.1,1,1.1,10.763,0.037,9.348,0.017,3.79,1.33,K0
HIP--27868_BEAM1,TWOMASS-J20543520+5130221,APG_090+04,GSC-03587-00323,TYC-3587-00323-1,HIP--27868,313.64817,51.506003,10.538,9.608,8.065,7.672,7.598,G8,G8,MainSeq,5268,4.4,0,0.036,0.023,0.007,0.031,0.011,105,0,0,2011.49,313.648168,51.506003,313.646708,51.506153,292.4,-42.5,1.4,1.4,10.538,0.036,9.608,0.023,18.77,1.03,G5
HIP--27868_BEAM2,TWOMASS-J20543520+5130221,APG_090+04,GSC-03587-00323,TYC-3587-00323-1,HIP--27868,313.64817,51.506003,10.538,9.608,8.065,7.672,7.598,G8,G8,MainSeq,5268,4.4,0,0.036,0.023,0.007,0.031,0.011,105,0,0,2011.49,313.648168,51.506003,313.646708,51.506153,292.4,-42.5,1.4,1.4,10.538,0.036,9.608,0.023,18.77,1.03,G5
HIP--27996_BEAM1,TWOMASS-J07421548+2058354,APG_N2420,GSC-01373-00864,TYC-1373-00864-1,HIP--27996,115.56449,20.976396,9.409,8.014,5.934,5.388,5.251,G8,G8,Giant,4684,2.5,0,0.023,0.013,0.009,0.013,0.013,105,0,0,2011.08,115.564487,20.976396,115.564502,20.976509,-1.7,-25.1,0.8,0.7,9.409,0.023,8.014,0.013,4.4,1.35,K1III
HIP--27996_BEAM2,TWOMASS-J07421548+2058354,APG_N2420,GSC-01373-00864,TYC-1373-00864-1,HIP--27996,115.56449,20.976396,9.409,8.014,5.934,5.388,5.251,G8,G8,Giant,4684,2.5,0,0.023,0.013,0.009,0.013,0.013,105,0,0,2011.08,115.564487,20.976396,115.564502,20.976509,-1.7,-25.1,0.8,0.7,9.409,0.023,8.014,0.013,4.4,1.35,K1III
HIP--28094_BEAM1,TWOMASS-J07411269+2126487,APG_N2420,GSC-01373-01766,TYC-1373-01766-1,HIP--28094,115.30295,21.446768,9.385,8.001,5.814,5.316,5.132,K0,K0,Giant,4649,2.5,0,0.021,0.013,0.015,0.013,0.013,105,0,0,2011.08,115.30295,21.446768,115.302889,21.446884,12.1,-41.2,0.7,0.7,9.385,0.021,8.001,0.013,5.28,1.26,K2
HIP--28094_BEAM2,TWOMASS-J07411269+2126487,APG_N2420,GSC-01373-01766,TYC-1373-01766-1,HIP--28094,115.30295,21.446768,9.385,8.001,5.814,5.316,5.132,K0,K0,Giant,4649,2.5,0,0.021,0.013,0.015,0.013,0.013,105,0,0,2011.08,115.30295,21.446768,115.302889,21.446884,12.1,-41.2,0.7,0.7,9.385,0.021,8.001,0.013,5.28,1.26,K2
HIP--28238_BEAM1,TWOMASS-J07392758+2050263,APG_N2420,GSC-01373-00216,TYC-1373-00216-1,HIP--28238,114.865,20.840575,10.329,9.028,7.148,6.623,6.511,G5,G5,Giant,4848,2.5,0,0.035,0.019,0.019,0.011,0.023,105,0,0,2011.08,114.865001,20.840575,114.864947,20.840643,18.2,-12,0.8,0.9,10.329,0.035,9.028,0.019,3.2,1.36,K0
HIP--28238_BEAM2,TWOMASS-J07392758+2050263,APG_N2420,GSC-01373-00216,TYC-1373-00216-1,HIP--28238,114.865,20.840575,10.329,9.028,7.148,6.623,6.511,G5,G5,Giant,4848,2.5,0,0.035,0.019,0.019,0.011,0.023,105,0,0,2011.08,114.865001,20.840575,114.864947,20.840643,18.2,-12,0.8,0.9,10.329,0.035,9.028,0.019,3.2,1.36,K0
HIP--28482_BEAM1,TWOMASS-J07365430+2029142,APG_N2420,GSC-01369-00722,TYC-1369-00722-1,HIP--28482,114.22627,20.487364,9.551,8.415,6.53,6.032,5.937,G5,G5,Giant,4937,2.5,0,0.022,0.014,0.017,0.007,0.021,105,0,0,2011.08,114.226274,20.487364,114.226273,20.487293,6.2,15.8,1,1,9.551,0.022,8.415,0.014,3.12,1.31,G5
HIP--28482_BEAM2,TWOMASS-J07365430+2029142,APG_N2420,GSC-01369-00722,TYC-1369-00722-1,HIP--28482,114.22627,20.487364,9.551,8.415,6.53,6.032,5.937,G5,G5,Giant,4937,2.5,0,0.022,0.014,0.017,0.007,0.021,105,0,0,2011.08,114.226274,20.487364,114.226273,20.487293,6.2,15.8,1,1,9.551,0.022,8.415,0.014,3.12,1.31,G5
HIP--29634_BEAM1,TWOMASS-J20332650+5248144,APG_090+08,GSC-03950-01469,TYC-3950-01469-1,HIP--29634,308.36043,52.804072,9.109,7.741,5.706,5.171,5.051,G8,G8,Giant,4793,2.5,0,0.018,0.011,0.021,0.027,0.017,105,0,0,2011.58,308.360427,52.804072,308.360446,52.804016,0.9,3.4,0.8,0.9,9.109,0.018,7.741,0.011,3.81,0.61,K5
HIP--29634_BEAM2,TWOMASS-J20332650+5248144,APG_090+08,GSC-03950-01469,TYC-3950-01469-1,HIP--29634,308.36043,52.804072,9.109,7.741,5.706,5.171,5.051,G8,G8,Giant,4793,2.5,0,0.018,0.011,0.021,0.027,0.017,105,0,0,2011.58,308.360427,52.804072,308.360446,52.804016,0.9,3.4,0.8,0.9,9.109,0.018,7.741,0.011,3.81,0.61,K5
HIP--29948_BEAM1,TWOMASS-J20295517+5342160,APG_090+08,GSC-03950-01979,TYC-3950-01979-1,HIP--29948,307.48019,53.704384,9.139,8.036,6.222,5.731,5.62,G5,G5,Giant,4991,2.5,0,0.017,0.011,0.023,0.023,0.019,105,0,0,2011.58,307.480189,53.704384,307.479899,53.704464,47.4,-18.4,1.2,1.2,9.139,0.017,8.036,0.011,2.81,0.6,K0
HIP--29948_BEAM2,TWOMASS-J20295517+5342160,APG_090+08,GSC-03950-01979,TYC-3950-01979-1,HIP--29948,307.48019,53.704384,9.139,8.036,6.222,5.731,5.62,G5,G5,Giant,4991,2.5,0,0.017,0.011,0.023,0.023,0.019,105,0,0,2011.58,307.480189,53.704384,307.479899,53.704464,47.4,-18.4,1.2,1.2,9.139,0.017,8.036,0.011,2.81,0.6,K0
HIP--30269_BEAM1,TWOMASS-J20262056+5347238,APG_090+08,GSC-03937-00990,TYC-3937-00990-1,HIP--30269,306.58575,53.789943,9.492,8.207,6.247,5.758,5.623,G5,G5,Giant,4885,2.5,0,0.019,0.012,0.017,0.039,0.011,105,0,0,2011.58,306.585751,53.789943,306.585689,53.789955,10.5,-7.3,0.8,0.9,9.492,0.019,8.207,0.012,3.72,0.64,K2
HIP--30269_BEAM2,TWOMASS-J20262056+5347238,APG_090+08,GSC-03937-00990,TYC-3937-00990-1,HIP--30269,306.58575,53.789943,9.492,8.207,6.247,5.758,5.623,G5,G5,Giant,4885,2.5,0,0.019,0.012,0.017,0.039,0.011,105,0,0,2011.58,306.585751,53.789943,306.585689,53.789955,10.5,-7.3,0.8,0.9,9.492,0.019,8.207,0.012,3.72,0.64,K2
HIP--30351_BEAM1,TWOMASS-J07161855+0504338,APG_210+08,GSC-00172-01527,TYC-0172-01527-1,HIP--30351,109.07723,5.075978,9.189,8.487,7.248,6.951,6.929,G0,G0,MainSeq,5804,4.4,0,0.019,0.014,0.015,0.031,0.023,105,0,0,2011.08,109.077229,5.075978,109.077314,5.076058,-23,-37.5,1.4,1.6,9.189,0.019,8.487,0.014,18.99,1.18,G5
HIP--30351_BEAM2,TWOMASS-J07161855+0504338,APG_210+08,GSC-00172-01527,TYC-0172-01527-1,HIP--30351,109.07723,5.075978,9.189,8.487,7.248,6.951,6.929,G0,G0,MainSeq,5804,4.4,0,0.019,0.014,0.015,0.031,0.023,105,0,0,2011.08,109.077229,5.075978,109.077314,5.076058,-23,-37.5,1.4,1.6,9.189,0.019,8.487,0.014,18.99,1.18,G5
HIP--30911_BEAM1,TWOMASS-J07102016+0518067,APG_210+08,GSC-00171-01026,TYC-0171-01026-1,HIP--30911,107.58394,5.301948,9.97,9.424,8.35,8.102,8.049,F8,F8,MainSeq,5979,4.4,0,0.028,0.023,0.009,0.047,0.023,105,0,0,2011.08,107.583942,5.301948,107.584029,5.30187,-23.6,31.3,1.4,1.4,9.97,0.028,9.424,0.023,5.89,1.37,F8
HIP--30911_BEAM2,TWOMASS-J07102016+0518067,APG_210+08,GSC-00171-01026,TYC-0171-01026-1,HIP--30911,107.58394,5.301948,9.97,9.424,8.35,8.102,8.049,F8,F8,MainSeq,5979,4.4,0,0.028,0.023,0.009,0.047,0.023,105,0,0,2011.08,107.583942,5.301948,107.584029,5.30187,-23.6,31.3,1.4,1.4,9.97,0.028,9.424,0.023,5.89,1.37,F8
HIP--32549_BEAM1,TWOMASS-J20005694+2250490,APG_060-04,GSC-02141-00916,TYC-2141-00916-1,HIP--32549,300.23735,22.846984,9.435,8.205,6.33,5.854,5.707,G5,G5,Giant,4921,2.5,0,0.017,0.011,0.021,0.033,0.009,105,0,0,2011.41,300.237351,22.846984,300.237276,22.846952,14.7,1.7,0.8,0.8,9.435,0.017,8.205,0.011,4.16,1,K0
HIP--32549_BEAM2,TWOMASS-J20005694+2250490,APG_060-04,GSC-02141-00916,TYC-2141-00916-1,HIP--32549,300.23735,22.846984,9.435,8.205,6.33,5.854,5.707,G5,G5,Giant,4921,2.5,0,0.017,0.011,0.021,0.033,0.009,105,0,0,2011.41,300.237351,22.846984,300.237276,22.846952,14.7,1.7,0.8,0.8,9.435,0.017,8.205,0.011,4.16,1,K0
HIP--32632_BEAM1,TWOMASS-J20000613+2242173,APG_060-04,GSC-02141-00688,TYC-2141-00688-1,HIP--32632,300.0258,22.704753,9.625,8.996,7.832,7.666,7.485,G0,G0,MainSeq,5835,4.4,0,0.02,0.014,0.031,0.069,0.011,105,0,0,2011.41,300.025797,22.704753,300.025568,22.704828,61.7,-41.5,0.9,0.9,9.625,0.02,8.996,0.014,8.98,1.17,G0
HIP--32632_BEAM2,TWOMASS-J20000613+2242173,APG_060-04,GSC-02141-00688,TYC-2141-00688-1,HIP--32632,300.0258,22.704753,9.625,8.996,7.832,7.666,7.485,G0,G0,MainSeq,5835,4.4,0,0.02,0.014,0.031,0.069,0.011,105,0,0,2011.41,300.025797,22.704753,300.025568,22.704828,61.7,-41.5,0.9,0.9,9.625,0.02,8.996,0.014,8.98,1.17,G0
HIP--32677_BEAM1,TWOMASS-J19593042+2133258,APG_060-04,GSC-01628-02260,TYC-1628-02260-1,HIP--32677,299.87698,21.557211,9.766,9.231,8.112,7.878,7.791,F8,F8,MainSeq,5949,4.4,0,0.02,0.016,0.017,0.061,0.011,105,0,0,2011.41,299.876985,21.557211,299.87678,21.557184,57.1,8.2,1.1,1,9.766,0.02,9.231,0.016,6.82,1.17,F7Vws
HIP--32677_BEAM2,TWOMASS-J19593042+2133258,APG_060-04,GSC-01628-02260,TYC-1628-02260-1,HIP--32677,299.87698,21.557211,9.766,9.231,8.112,7.878,7.791,F8,F8,MainSeq,5949,4.4,0,0.02,0.016,0.017,0.061,0.011,105,0,0,2011.41,299.876985,21.557211,299.87678,21.557184,57.1,8.2,1.1,1,9.766,0.02,9.231,0.016,6.82,1.17,F7Vws
HIP-000548_BEAM1,TWOMASS-J00064004+7010092,APG_120+08,GSC-04298-01171,TYC-4298-01171-1,HIP-000548,1.666947,70.169251,9.864,8.416,5.969,5.433,5.319,K0,K0,Giant,4626,2.5,0,0.024,0.013,0.013,0.029,0.011,105,0,0,2011.08,1.666947,70.169251,1.66684,70.169243,-0.9,-2.7,1,1.1,9.864,0.024,8.416,0.013,2.44,0.98,K0
HIP-000548_BEAM2,TWOMASS-J00064004+7010092,APG_120+08,GSC-04298-01171,TYC-4298-01171-1,HIP-000548,1.666947,70.169251,9.864,8.416,5.969,5.433,5.319,K0,K0,Giant,4626,2.5,0,0.024,0.013,0.013,0.029,0.011,105,0,0,2011.08,1.666947,70.169251,1.66684,70.169243,-0.9,-2.7,1,1.1,9.864,0.024,8.416,0.013,2.44,0.98,K0
HIP-001523_BEAM1,TWOMASS-J13443019+2858360,APGS_M3,GSC-02004-00039,TYC-2004-00039-1,HIP-001523,206.12567,28.976645,9.598,8.398,6.474,5.941,5.818,G8,G8,Giant,4793,2.5,0,0.019,0.011,0.017,0.013,0.005,105,0,0,2011.08,206.125666,28.976645,206.125809,28.976683,-42.8,-12.5,0.9,0.9,9.598,0.019,8.398,0.011,3.55,1.18,K1III
HIP-001523_BEAM2,TWOMASS-J13443019+2858360,APGS_M3,GSC-02004-00039,TYC-2004-00039-1,HIP-001523,206.12567,28.976645,9.598,8.398,6.474,5.941,5.818,G8,G8,Giant,4793,2.5,0,0.019,0.011,0.017,0.013,0.005,105,0,0,2011.08,206.125666,28.976645,206.125809,28.976683,-42.8,-12.5,0.9,0.9,9.598,0.019,8.398,0.011,3.55,1.18,K1III
HIP-001756_BEAM1,TWOMASS-J00221435+7130291,APG_120+08,GSC-04302-00744,TYC-4302-00744-1,HIP-001756,5.559938,71.508187,9.592,7.764,4.892,4.324,4.118,K0,K0,Giant,4484,2.5,0,0.021,0.011,0.033,0.206,0.24,105,0,0,2011.08,5.559938,71.508187,5.559827,71.508102,16.2,5.5,1.1,1.1,9.592,0.021,7.764,0.011,2.73,0.66,K2
HIP-001756_BEAM2,TWOMASS-J00221435+7130291,APG_120+08,GSC-04302-00744,TYC-4302-00744-1,HIP-001756,5.559938,71.508187,9.592,7.764,4.892,4.324,4.118,K0,K0,Giant,4484,2.5,0,0.021,0.011,0.033,0.206,0.24,105,0,0,2011.08,5.559938,71.508187,5.559827,71.508102,16.2,5.5,1.1,1.1,9.592,0.021,7.764,0.011,2.73,0.66,K2
HIP-001932_BEAM1,TWOMASS-J00242069+6756342,APG_120+04,GSC-04295-01724,TYC-4295-01724-1,HIP-001932,6.086368,67.94288,9.874,9.217,8.065,7.835,7.75,G0,G0,MainSeq,5877,4.4,0,0.024,0.017,0.019,0.033,0.017,105,0,0,2011.08,6.086368,67.94288,6.086245,67.942848,-3.3,-10.9,1.1,1.1,9.874,0.024,9.217,0.017,5.3,0.97,G
HIP-001932_BEAM2,TWOMASS-J00242069+6756342,APG_120+04,GSC-04295-01724,TYC-4295-01724-1,HIP-001932,6.086368,67.94288,9.874,9.217,8.065,7.835,7.75,G0,G0,MainSeq,5877,4.4,0,0.024,0.017,0.019,0.033,0.017,105,0,0,2011.08,6.086368,67.94288,6.086245,67.942848,-3.3,-10.9,1.1,1.1,9.874,0.024,9.217,0.017,5.3,0.97,G
HIP-001948_BEAM1,TWOMASS-J13494507+2734089,APGS_M3,GSC-02005-00125,TYC-2005-00125-1,HIP-001948,207.43779,27.569163,9.983,8.832,6.996,6.459,6.31,G8,G8,Giant,4769,2.5,0,0.022,0.013,0.059,0.041,0.015,105,0,0,2011.08,207.437791,27.569163,207.437797,27.569143,-6.8,9,1.2,1.1,9.983,0.022,8.832,0.013,2.77,1.08,G5
HIP-001948_BEAM2,TWOMASS-J13494507+2734089,APGS_M3,GSC-02005-00125,TYC-2005-00125-1,HIP-001948,207.43779,27.569163,9.983,8.832,6.996,6.459,6.31,G8,G8,Giant,4769,2.5,0,0.022,0.013,0.059,0.041,0.015,105,0,0,2011.08,207.437791,27.569163,207.437797,27.569143,-6.8,9,1.2,1.1,9.983,0.022,8.832,0.013,2.77,1.08,G5
HIP-002120_BEAM1,TWOMASS-J00265268+7008326,APG_120+08,GSC-04299-01728,TYC-4299-01728-1,HIP-002120,6.718376,70.141986,12.21,10.693,7.411,6.742,6.568,NA,NA,MainSeq,0,4.4,0,0.128,0.047,0.025,0.033,0.019,0,0,0,2011.08,6.718376,70.141986,6.719531,70.142403,-136.3,-144.5,1.9,2,12.21,0.128,10.693,0.047,61.39,1.51,M0
HIP-002120_BEAM2,TWOMASS-J00265268+7008326,APG_120+08,GSC-04299-01728,TYC-4299-01728-1,HIP-002120,6.718376,70.141986,12.21,10.693,7.411,6.742,6.568,NA,NA,MainSeq,0,4.4,0,0.128,0.047,0.025,0.033,0.019,0,0,0,2011.08,6.718376,70.141986,6.719531,70.142403,-136.3,-144.5,1.9,2,12.21,0.128,10.693,0.047,61.39,1.51,M0
HIP-002163_BEAM1,TWOMASS-J00271663+6540487,APG_120+04,GSC-04027-00540,TYC-4027-00540-1,HIP-002163,6.81957,65.680205,9.698,8.396,6.294,5.756,5.635,G8,G8,Giant,4722,2.5,0,0.02,0.012,0.021,0.013,0.007,105,0,0,2011.08,6.81957,65.680205,6.819317,65.680206,40.3,-13.1,1.2,1.3,9.698,0.02,8.396,0.012,3.25,0.94,K0
HIP-002163_BEAM2,TWOMASS-J00271663+6540487,APG_120+04,GSC-04027-00540,TYC-4027-00540-1,HIP-002163,6.81957,65.680205,9.698,8.396,6.294,5.756,5.635,G8,G8,Giant,4722,2.5,0,0.02,0.012,0.021,0.013,0.007,105,0,0,2011.08,6.81957,65.680205,6.819317,65.680206,40.3,-13.1,1.2,1.3,9.698,0.02,8.396,0.012,3.25,0.94,K0
HIP-002308_BEAM1,TWOMASS-J00292738+5323131,APG_120-08,GSC-03654-01323,TYC-3654-01323-1,HIP-002308,7.364385,53.3871,9.785,8.655,6.765,6.266,6.167,G5,G5,Giant,4924,2.5,0,0.019,0.012,0.009,0.011,0.011,105,0,0,2011.08,7.364385,53.3871,7.364088,53.386997,44.1,28.3,1.2,1.3,9.785,0.019,8.655,0.012,5.93,1.28,K0
HIP-002308_BEAM2,TWOMASS-J00292738+5323131,APG_120-08,GSC-03654-01323,TYC-3654-01323-1,HIP-002308,7.364385,53.3871,9.785,8.655,6.765,6.266,6.167,G5,G5,Giant,4924,2.5,0,0.019,0.012,0.009,0.011,0.011,105,0,0,2011.08,7.364385,53.3871,7.364088,53.386997,44.1,28.3,1.2,1.3,9.785,0.019,8.655,0.012,5.93,1.28,K0
HIP-002955_BEAM1,TWOMASS-J00373120+5513312,APG_120-08,GSC-03658-01425,TYC-3658-01425-1,HIP-002955,9.380176,55.225345,8.365,7.667,6.431,6.125,6.054,G2,G2,MainSeq,5635,4.4,0,0.015,0.01,0.019,0.029,0.019,105,0,0,2011.08,9.380176,55.225345,9.380025,55.225342,19.5,-3.5,1.3,1.4,8.365,0.015,7.667,0.01,8.49,0.84,G0
HIP-002955_BEAM2,TWOMASS-J00373120+5513312,APG_120-08,GSC-03658-01425,TYC-3658-01425-1,HIP-002955,9.380176,55.225345,8.365,7.667,6.431,6.125,6.054,G2,G2,MainSeq,5635,4.4,0,0.015,0.01,0.019,0.029,0.019,105,0,0,2011.08,9.380176,55.225345,9.380025,55.225342,19.5,-3.5,1.3,1.4,8.365,0.015,7.667,0.01,8.49,0.84,G0
HIP-003550_BEAM1,TWOMASS-J14082604+2952356,APGS_N5466,GSC-02013-00066,TYC-2013-00066-1,HIP-003550,212.10829,29.876699,9.843,9.254,8.126,7.944,7.83,F8,F8,MainSeq,5954,4.4,0,0.024,0.018,0.013,0.017,0.011,105,0,0,2011.08,212.108289,29.876699,212.108501,29.876558,-54.2,41.3,1.3,1.4,9.843,0.024,9.254,0.018,8.99,1.3,G2III
HIP-003550_BEAM2,TWOMASS-J14082604+2952356,APGS_N5466,GSC-02013-00066,TYC-2013-00066-1,HIP-003550,212.10829,29.876699,9.843,9.254,8.126,7.944,7.83,F8,F8,MainSeq,5954,4.4,0,0.024,0.018,0.013,0.017,0.011,105,0,0,2011.08,212.108289,29.876699,212.108501,29.876558,-54.2,41.3,1.3,1.4,9.843,0.024,9.254,0.018,8.99,1.3,G2III
HIP-015674_BEAM1,TWOMASS-J16351462+3701197,APG_M13,GSC-02587-01081,TYC-2587-01081-1,HIP-015674,248.81078,37.022381,9.354,8.635,7.416,7.132,7.044,G2,G2,MainSeq,5661,4.4,0,0.02,0.014,0.015,0.023,0.017,105,0,0,2011.24,248.810782,37.022381,248.810944,37.022148,-60.4,79.9,1.8,1.8,9.354,0.02,8.635,0.014,12.36,0.83,G5
HIP-015674_BEAM2,TWOMASS-J16351462+3701197,APG_M13,GSC-02587-01081,TYC-2587-01081-1,HIP-015674,248.81078,37.022381,9.354,8.635,7.416,7.132,7.044,G2,G2,MainSeq,5661,4.4,0,0.02,0.014,0.015,0.023,0.017,105,0,0,2011.24,248.810782,37.022381,248.810944,37.022148,-60.4,79.9,1.8,1.8,9.354,0.02,8.635,0.014,12.36,0.83,G5
HIP-015689_BEAM1,TWOMASS-J16352488+3654445,APG_M13,GSC-02587-01293,TYC-2587-01293-1,HIP-015689,248.85372,36.912506,9.121,8.614,7.47,7.187,7.177,F8,F8,MainSeq,5952,4.4,0,0.018,0.014,0.027,0.041,0.019,105,0,0,2011.24,248.853725,36.912506,248.853686,36.912369,4.4,39.9,2.8,2.7,9.121,0.018,8.614,0.014,11.85,1.3,G0
HIP-015689_BEAM2,TWOMASS-J16352488+3654445,APG_M13,GSC-02587-01293,TYC-2587-01293-1,HIP-015689,248.85372,36.912506,9.121,8.614,7.47,7.187,7.177,F8,F8,MainSeq,5952,4.4,0,0.018,0.014,0.027,0.041,0.019,105,0,0,2011.24,248.853725,36.912506,248.853686,36.912369,4.4,39.9,2.8,2.7,9.121,0.018,8.614,0.014,11.85,1.3,G0
HIP-016069_BEAM1,TWOMASS-J16395672+3731036,APG_M13,GSC-03063-01302,TYC-3063-01302-1,HIP-016069,249.98649,37.517806,9.508,8.709,7.293,6.965,6.898,G5,G5,MainSeq,5474,4.4,0,0.019,0.014,0.015,0.015,0.011,105,0,0,2011.24,249.986486,37.517806,249.986351,37.517673,32.2,28.4,1.8,1.8,9.508,0.019,8.709,0.014,22.69,0.95,G5
HIP-016069_BEAM2,TWOMASS-J16395672+3731036,APG_M13,GSC-03063-01302,TYC-3063-01302-1,HIP-016069,249.98649,37.517806,9.508,8.709,7.293,6.965,6.898,G5,G5,MainSeq,5474,4.4,0,0.019,0.014,0.015,0.015,0.011,105,0,0,2011.24,249.986486,37.517806,249.986351,37.517673,32.2,28.4,1.8,1.8,9.508,0.019,8.709,0.014,22.69,0.95,G5
HIP-016087_BEAM1,TWOMASS-J16401543+3721203,APG_M13,GSC-02588-02530,TYC-2588-02530-1,HIP-016087,250.06431,37.35562,9.434,7.891,5.54,4.93,4.796,K0,K0,Giant,4485,2.5,0,0.019,0.011,0.007,0.011,0.011,105,0,0,2011.24,250.064311,37.35562,250.064319,37.355663,0.6,-9.3,1.6,1.6,9.434,0.019,7.891,0.011,2.04,0.81,K2
